step,ant_id,x,y,state,direction,vx,vy,mode,deliveries
0,0,17.34363940948122,26.214571759898885,0,1.2501084188675928,0.2406489203729243,1.3860801161136327,0,0
0,1,22.2623410931555,23.314800053044618,0,5.72817036752427,2.5496777034711284,-1.58086799209238,0,0
0,2,29.329280262957234,21.52988935562748,0,4.785073966199037,0.3234137273125952,-3.1970421532578053,0,0
0,3,27.527343295612145,28.64996111481614,0,5.80834873726342,2.668102357822092,-1.371579311663818,0,0
0,4,19.301564601642642,34.00571307812852,0,2.134649345109389,-1.6033402091383993,2.535606470602257,0,0
0,5,14.4641793284102,21.302256411324098,0,2.2241379170792235,-1.1185201258133861,3.843147503933224,0,0
0,6,33.65017015247703,32.99350726739323,0,5.475415641529928,2.0733363577805566,-2.168242686487206,0,0
0,7,32.307013578986066,16.366346529232207,0,5.26811537291564,1.4771308469409057,-2.34358901949427,0,0
0,0,17.480394394355844,26.798778978368446,0,1.340850296421893,0.6837749243731177,2.9210360923478054,0,0
0,1,22.797011243916433,23.042535788247932,0,5.812189630314479,2.673350753804669,-1.3613213239834332,0,0
0,2,29.34882614952677,20.930207808205672,0,4.744971222592928,0.09772943284768376,-2.998407737109026,0,0
0,3,28.08053631640017,28.417630570652403,0,5.885573488095224,2.765965103940133,-1.161652720818683,0,0
0,4,18.93327700665272,34.47938411099473,0,2.2316774043371495,-1.8414379749496146,2.3683551643310303,0,0
0,5,14.117361764582295,21.791866028693363,0,2.187107886703211,-1.734087819139527,2.4480480868463186,0,0
0,6,34.03156668910939,32.53032622088458,0,5.4012533148208615,1.906982683161806,-2.3159052325432055,0,0
0,7,32.64495502452405,15.870568777222603,0,5.310685537240248,1.689707227689931,-2.4788887600480196,0,0
1,0,17.64068227572106,27.37697254032452,0,1.300365667389642,0.8014394068260683,2.890967809780365,0,0
1,1,23.352767987993854,22.81640653005151,0,5.896757441643273,2.778783720387106,-1.1306462909821062,0,0
1,2,29.358894900059667,20.330292297268752,0,4.729171019001759,0.05034375266449073,-2.999577554684602,0,0
1,3,28.645871717051936,28.216643295508153,0,5.941602585674714,2.826677003258818,-1.0049363757212428,0,0
1,4,18.53143492109744,34.92494324093887,0,2.3046506389750814,-2.0092104277764027,2.22779564972072,0,0
1,5,13.81903174215432,22.312441861515175,0,2.0911841997480245,-1.4916501121398817,2.60287916410906,0,0
1,6,34.404059411917295,32.05995490856297,0,5.38217876848993,1.8624636140395414,-2.3518565616080354,0,0
1,7,33.01910578197481,15.401515250747186,0,5.385708657955837,1.8707537872537903,-2.345267632377081,0,0
2,0,17.76565532439771,27.963813010217713,0,1.360971660906602,0.6248652433832466,2.9342023494659664,0,0
2,1,23.887543958615883,22.544350173306686,0,5.812578444757931,2.6738798531101455,-1.3602817837241177,0,0
2,2,29.334455262936316,19.730790250452163,0,4.671644979774906,-0.12219818561674918,-2.997510234082942,0,0
2,3,29.19472090220015,27.97422924483835,0,5.867274324831867,2.7442459257410747,-1.212070253349001,0,0
2,4,18.09682306296211,35.33860074754084,0,2.3808919409830795,-2.1730592906766573,2.068287533009824,0,0
2,5,13.53599368167067,22.841487659454874,0,2.062048214560916,-1.415190302418249,2.6452289896984995,0,0
2,6,34.811051916786205,31.61909540602216,0,5.457863899727237,2.034962524344552,-2.204297512704047,0,0
2,7,33.35564796381916,14.904786592585165,0,5.307865882370056,1.6827109092217607,-2.4836432908101105,0,0
3,0,17.879303650095697,28.552951413367637,0,1.3802311445276478,0.5682416284899375,2.9456920157496276,0,0
3,1,24.43407677942661,22.29675801717756,0,5.857819966697929,2.732664104053636,-1.2379607806456305,0,0
3,2,29.345540006080217,19.130892652132722,0,4.730864603378066,0.05542371571951028,-2.9994879915972064,0,0
3,3,29.71720625015144,27.67925626103099,0,5.769234308863097,2.612426739756451,-1.4748649190368188,0,0
3,4,17.630029629597093,35.71556744443501,0,2.462255045596555,-2.333967166825073,1.884833484470854,0,0
3,5,13.255254707648522,23.371757051806526,0,2.057707518094573,-1.4036948701107357,2.6513469617582692,0,0
3,6,35.24732636514871,31.207191769590057,0,5.526512371300303,2.181372241812525,-2.0595181821605264,0,0
3,7,33.69598666566839,14.41065142077124,0,5.3155288958171365,1.7016935092461782,-2.4706758590696247,0,0
4,0,18.007911632491773,29.139006007124916,0,1.3547734558072575,0.6430399119803873,2.930272968786399,0,0
4,1,24.96947656643187,22.025931378763378,0,5.814876605187457,2.676998935026285,-1.354133192070904,0,0
4,2,29.330076973402946,18.531091939711988,0,4.686614405552366,-0.0773151633863488,-2.9990035621036766,0,0
4,3,30.24368510031619,27.39147158400804,0,5.782939627459388,2.6323942508237494,-1.4389233851147432,0,0
4,4,17.155078583662814,36.08220282729642,0,2.4841949663138445,-2.374755229671395,1.8331769143070615,0,0
4,5,12.955414403200495,23.89146446163297,0,2.0940877954170736,-1.4992015222401387,2.598537049132233,0,0
4,6,35.654936282696326,30.766903051682338,0,5.459265281613588,2.0380495877380844,-2.201443589538606,0,0
4,7,34.00309547584856,13.895205808984969,0,5.249723563655076,1.5355440509008238,-2.5772280589313565,0,0
5,0,18.085870782035904,29.73391975801857,0,1.4404960135827016,0.38979574772066056,2.9745687544682657,0,0
5,1,25.519466415579053,21.786116521352383,0,5.872005114929607,2.74994924573593,-1.1990742870549729,0,0
5,2,29.34265600204824,17.931223814172434,0,4.733355564236543,0.06289514322647839,-2.9993406276977814,0,0
5,3,30.768087533705106,27.09992040864464,0,5.77577139205285,2.6220121669445935,-1.4577558768170056,0,0
5,4,16.678465799780945,36.446675397238764,0,2.4887407658217335,-2.3830639194093397,1.8223628497117135,0,0
5,5,12.637662954621037,24.400418307208046,0,2.128908460161202,-1.5887572428972896,2.5447692278753693,0,0
5,6,36.101747960307,30.366454147637477,0,5.5524534198181374,2.234058388053393,-2.00224452022431,0,0
5,7,34.27349400875547,13.359589683945973,0,5.179898244236539,1.3519926645345661,-2.678080625194978,0,0
6,0,18.19940758750187,30.323079663141606,0,1.3804204348472673,0.5676840273298225,2.9457995256151754,0,0
6,1,26.06360458203504,21.533305018833374,0,5.848249149082893,2.720690832279928,-1.264057512595037,0,0
6,2,29.384564753387814,17.332689223224545,0,4.782293819213309,0.2095437566978722,-2.9926729547394486,0,0
6,3,31.278658512125304,26.784773972848452,0,5.7301834115493335,2.5528548921009975,-1.5757321789809349,0,0
6,4,16.1754807108839,36.773793113584475,0,2.5649695212013754,-2.5149254444852174,1.6355885817285567,0,0
6,5,12.281472784257677,24.88325219431263,0,2.2063836930322567,-1.7809508518168053,2.4141694355229077,0,0
6,6,36.55383363404667,29.971968984926185,0,5.565722240391556,2.2604283686983213,-1.9724258135564556,0,0
6,7,34.519865282280925,12.812505416596377,0,5.135521579425675,1.23185636762728,-2.7354213367479834,0,0
7,0,18.337026547756835,30.90708396259354,0,1.33937115465764,0.6880948012748227,2.9200214972596625,0,0
7,1,26.62736836598719,21.32795070087548,0,5.93386717837401,2.8188189197607563,-1.0267715897894738,0,0
7,2,29.432127681759766,16.73457738765808,0,4.791743786772057,0.23781464185976475,-2.9905591778323184,0,0
7,3,31.804273668155925,26.495414840020565,0,5.779946635159587,2.6280757801531056,-1.4467956641394268,0,0
7,4,15.695205683131555,37.133426117795,0,2.4988559003425896,-2.4013751387617286,1.7981650210525975,0,0
7,5,11.890297783521442,25.33820506967337,0,2.280960591821361,-1.9558750036811723,2.2747643768037107,0,0
7,6,36.97230888541497,29.5419940275249,0,5.484234195350285,2.092376256841511,-2.1498747870064214,0,0
7,7,34.72871380438076,12.25002671049568,0,5.0679121546604415,1.0442426104991906,-2.8123935305034813,0,0
8,0,18.518449907782667,31.478997911048143,0,1.2636158858049131,0.9071168001291615,2.859569742273028,0,0
8,1,27.181862221772587,21.098742141052238,0,5.891210416977876,2.772469278926982,-1.1460427991162023,0,0
8,2,29.44159755257299,16.134652124357075,0,4.728172753760571,0.04734935406611744,-2.9996263165050276,0,0
8,3,32.31832102999645,26.185971291396914,0,5.741315026239247,2.5702368092026213,-1.547217743118249,0,0
8,4,15.233425058470184,37.516517040014975,0,2.449064635035291,-2.3089031233068544,1.9154546110998956,0,0
8,5,11.467498682921866,25.763929065393825,0,2.352747461409026,-2.1139955029978834,2.128619978602269,0,0
8,6,37.35033488977601,29.07605804476887,0,5.393998001701272,1.8901300218051942,-2.3296799137801516,0,0
8,7,34.94743690829758,11.691313721732225,0,5.085526139066134,1.093615519584102,-2.7935649438172714,0,0
9,0,18.75437426523906,32.03066782826204,0,1.1666790842870545,1.179621787281965,2.7583495860694853,0,0
9,1,27.749945024804184,20.905656851866954,0,5.9555459966917175,2.8404140151579798,-0.9654264459264228,0,0
9,2,29.434333484452544,15.53469609820654,0,4.700281904407646,-0.036320340602235136,-2.9997801307526752,0,0
9,3,32.820219076107115,25.857188154192013,0,5.70324752201942,2.5094902305533253,-1.643915686024505,0,0
9,4,14.770534101446234,37.898265598500075,0,2.451968071927832,-2.31445478511975,1.9087427924254987,0,0
